key,question,kind,options,answers,confidence,status,source,excerpt,updated_at
43ba76be95008e0df678f12667a2639a26aa905dcbfbdcc5c4c3da30a7943288,Чем определяется топология сети?,single_choice,"[""Архитектурой КИС: основных понятий и свойств, которые отражают её положение в окружающей среде и которая состоит из элементов, их отношений и конкретных принципов ее развития."", ""Штатной структурой организации, в которой она будет расположена."", ""Расположением основных узлов сети в пространстве объекта или здания.""]","[""Архитектурой КИС: основных понятий и свойств, которые отражают её положение в окружающей среде и которая состоит из элементов, их отношений и конкретных принципов ее развития.""]",1.0,answered,moodle-review,"Вопрос 36 Верно Баллов: 1 из 1 Отметить вопрос Текст вопроса Чем определяется топология сети? Вопрос 36 Ответ 1. Архитектурой КИС: основных понятий и свойств, которые отражают её положение в окружающей среде и которая состоит из элементов, их отношений и конкретных принципов ее развития. 2. Штатной структурой организации, в которой она будет расположена. 3. Расположением основных узлов сети в пространстве объекта или здания. Отзыв Ваш ответ верный.",2026-05-27 13:01:10
0fd11f73f6ec6e009e76993477cb2bea91798112a6786d26b00b831e2f126090,По какой причине в период с 2010 по 2019 гг. не проводилось создание отечественных инструментальных средств разработки СПО?,single_choice,"[""Создание отечественных инструментальных средств разработки СПО признано нецелесообразным по причине использования готовых open source решений."", ""Создание отечественных инструментальных средств разработки СПО признано нецелесообразным по причине развития no-code и low-code систем."", ""Создание отечественных инструментальных средств разработки СПО признано нецелесообразным по причине замены роли программиста системами искусственного интеллекта.""]","[""Создание отечественных инструментальных средств разработки СПО признано нецелесообразным по причине использования готовых open source решений.""]",1.0,answered,moodle-review,Вопрос 16 Верно Баллов: 1 из 1 Отметить вопрос Текст вопроса По какой причине в период с 2010 по 2019 гг. не проводилось создание отечественных инструментальных средств разработки СПО? Вопрос 16 Ответ 1. Создание отечественных инструментальных средств разработки СПО признано нецелесообразным по причине использования готовых open source решений. 2. Создание отечественных инструментальных средств разработки СПО признано нецелесообразным по причине развития no-code и low-code систем. 3. Создание отечественных инструментальных средств разработки СПО признано нецелесообразным по причине замены роли программиста системами искусственного интеллекта. Отзыв Ваш ответ верный.,2026-05-27 13:01:10
edbcd33eb2286c2edc5d0d206f48678e68f708b892763da4f89f48064a9b3d74,Какой вид оплаты в рамках Agile-спринтов можно считать наиболее целесообразным?,single_choice,"[""Через учёт заказчиком человеко-часов работы каждого участника команды при работе в проекте в целом."", ""Через отдельные выплаты заказчиком команде в целом и каждому сотруднику в частности за каждый спринт."", ""Через оформление подписки в виде SLA с автоматическим её продлением через продакт-менеджера.""]","[""Через оформление подписки в виде SLA с автоматическим её продлением через продакт-менеджера.""]",1.0,answered,moodle-review,Вопрос 34 Верно Баллов: 1 из 1 Отметить вопрос Текст вопроса Какой вид оплаты в рамках Agile-спринтов можно считать наиболее целесообразным? Вопрос 34 Ответ 1. Через учёт заказчиком человеко-часов работы каждого участника команды при работе в проекте в целом. 2. Через отдельные выплаты заказчиком команде в целом и каждому сотруднику в частности за каждый спринт. 3. Через оформление подписки в виде SLA с автоматическим её продлением через продакт-менеджера. Отзыв Ваш ответ верный.,2026-05-27 13:01:10
f12a898be01a77706663d28237a7b3e36b4aee52aabc4a226a0652dfabe2f6b5,В чём суть «зонального» распределения прав доступа пользователей в КИС?,single_choice,"[""Выдача пользователям логинов и паролей."", ""Выдача пользователям разрешений по использованию участков оперативной памяти и процессорного времени."", ""Выдача пользователям разрешений по использованию ресурсов: каталогов (папок), дисков, функций сайтов или приложений.""]","[""Выдача пользователям разрешений по использованию ресурсов: каталогов (папок), дисков, функций сайтов или приложений.""]",1.0,answered,moodle-review,"Вопрос 37 Верно Баллов: 1 из 1 Отметить вопрос Текст вопроса В чём суть «зонального» распределения прав доступа пользователей в КИС? Вопрос 37 Ответ 1. Выдача пользователям логинов и паролей. 2. Выдача пользователям разрешений по использованию участков оперативной памяти и процессорного времени. 3. Выдача пользователям разрешений по использованию ресурсов: каталогов (папок), дисков, функций сайтов или приложений. Отзыв Ваш ответ верный.",2026-05-27 13:00:57
b566615f1501bfc3858c9e2437a8f29f8bce75746e71ba57ad1fc06053093952,Входят ли исполнительные механизмы производственного оборудования в информационное обеспечение КИС объектов ТЭК?,single_choice,"[""В данный вид обеспечения включено только то оборудование, которое напрямую соединено с системой SCADA."", ""Да, входят."", ""Нет, не входят.""]","[""Да, входят.""]",1.0,answered,moodle-review,"Вопрос 32 Верно Баллов: 1 из 1 Отметить вопрос Текст вопроса Входят ли исполнительные механизмы производственного оборудования в информационное обеспечение КИС объектов ТЭК? Вопрос 32 Ответ 1. В данный вид обеспечения включено только то оборудование, которое напрямую соединено с системой SCADA. 2. Да, входят. 3. Нет, не входят. Отзыв Ваш ответ верный.",2026-05-27 13:00:57
75916876bab3f565fc05c43ce10d06988f0c95841238da5923343b16661d2cff,Что стало основой 3-го этапа эпохи «информатизации»?,single_choice,"[""Появление систем электронного документооборота."", ""Появление массово используемого мобильного Интернета."", ""Массовый переход к сервисным моделям работы различных уровней управления.""]","[""Массовый переход к сервисным моделям работы различных уровней управления.""]",1.0,answered,moodle-review,Вопрос 31 Верно Баллов: 1 из 1 Отметить вопрос Текст вопроса Что стало основой 3-го этапа эпохи «информатизации»? Вопрос 31 Ответ 1. Появление систем электронного документооборота. 2. Появление массово используемого мобильного Интернета. 3. Массовый переход к сервисным моделям работы различных уровней управления. Отзыв Ваш ответ верный.,2026-05-27 13:00:57
8af649e93f3178e7b02b87b7e2864dd79748a3dada8c5ed39657f929d3dd90d3,Какое число собственных ЦОД имели в своём распоряжении ведущие американские компании по состоянию на 2017 год?,single_choice,"[""45 гипермасштабируемых ЦОДов."", ""150 гипермасштабируемых ЦОДов."", ""200 гипермасштабируемых ЦОДов.""]","[""45 гипермасштабируемых ЦОДов.""]",1.0,answered,moodle-review,Вопрос 23 Верно Баллов: 1 из 1 Отметить вопрос Текст вопроса Какое число собственных ЦОД имели в своём распоряжении ведущие американские компании по состоянию на 2017 год? Вопрос 23 Ответ 1. 45 гипермасштабируемых ЦОДов. 2. 150 гипермасштабируемых ЦОДов. 3. 200 гипермасштабируемых ЦОДов. Отзыв Ваш ответ верный.,2026-05-27 13:00:57
f13f3598d1f2a02dc47b79c40c6cfa0b909112bab238f92810fd0de951fb17ed,Как акад. АН СССР Ершов А.П. определил информатизацию в журнале «Коммунист»?,single_choice,"[""Как систему обеспечения достоверной информацией во всех общественно значимых видах человеческой деятельности."", ""Как комплекс мер, направленный на обеспечение полного, достоверного и исчерпывающего знания во всех общественно значимых видах человеческой деятельности."", ""Как информационное обеспечение тех видов человеческой деятельности, которые непосредственно связаны с научными исследованиями.""]","[""Как комплекс мер, направленный на обеспечение полного, достоверного и исчерпывающего знания во всех общественно значимых видах человеческой деятельности.""]",1.0,answered,moodle-review,"Вопрос 21 Верно Баллов: 1 из 1 Отметить вопрос Текст вопроса Как акад. АН СССР Ершов А.П. определил информатизацию в журнале «Коммунист»? Вопрос 21 Ответ 1. Как систему обеспечения достоверной информацией во всех общественно значимых видах человеческой деятельности. 2. Как комплекс мер, направленный на обеспечение полного, достоверного и исчерпывающего знания во всех общественно значимых видах человеческой деятельности. 3. Как информационное обеспечение тех видов человеческой деятельности, которые непосредственно связаны с научными исследованиями. Отзыв Ваш ответ верный.",2026-05-27 13:00:57
2b84953f0eea2325bde7d772b2c7cfe00200d6b952c9b7649d014bd71d1931f4,"Укажите период, характеризующий Индустрию 3.0.",single_choice,"[""С конца 50-х годов до конца 20 века."", ""С 1914 года до 80-х годов 20 века."", ""С начала 30-х годов 20 века до начала 21 века.""]","[""С конца 50-х годов до конца 20 века.""]",1.0,answered,moodle-review,"Вопрос 20 Верно Баллов: 1 из 1 Отметить вопрос Текст вопроса Укажите период, характеризующий Индустрию 3.0. Вопрос 20 Ответ 1. С конца 50-х годов до конца 20 века. 2. С 1914 года до 80-х годов 20 века. 3. С начала 30-х годов 20 века до начала 21 века. Отзыв Ваш ответ верный.",2026-05-27 13:00:57
29dc30c1f87938c404d6dfe842f96d449919e876188f6925d78ccc354c38c255,Какой из экономических факторов на этапе выбора готового ИТ-решения считается бизнес-консультантами более важным: стоимость владения или безопасность?,single_choice,"[""Безопасность."", ""Комбинация данных факторов с индивидуальным подбором их значений в каждом конкретном случае."", ""Стоимость владения.""]","[""Стоимость владения.""]",1.0,answered,moodle-review,Вопрос 11 Верно Баллов: 1 из 1 Отметить вопрос Текст вопроса Какой из экономических факторов на этапе выбора готового ИТ-решения считается бизнес-консультантами более важным: стоимость владения или безопасность? Вопрос 11 Ответ 1. Безопасность. 2. Комбинация данных факторов с индивидуальным подбором их значений в каждом конкретном случае. 3. Стоимость владения. Отзыв Ваш ответ верный.,2026-05-27 13:00:57
5c153b22096bc947e20295400c67ed6df9cee1ef1cbfc65e97fcc0a1dab8c1ba,Укажите правильное определение термина «Программная среда» по ГОСТ Р 57317-2016.,single_choice,"[""Производственные ресурсы в рамках вычислительной системы, влияющие на операционные аспекты единицы производственного ПО."", ""Все ресурсы ПО в рамках АСУТП, которые имеют значение для производства за счет интеграции данных в работу потока управления и передачи информации между его компонентами в производственном процессе и другими ресурсами предприятия, а также между предприятиями в цепочке снабжения или спроса."", ""Отдельный класс ресурса ПО, состоящего из одного или более его компонентов, выполняющий определенную функцию в рамках производственной деятельности с одновременным поддерживанием механизма обмена информацией с другими его классами.""]","[""Производственные ресурсы в рамках вычислительной системы, влияющие на операционные аспекты единицы производственного ПО.""]",1.0,answered,moodle-review,"Вопрос 33 Верно Баллов: 1 из 1 Отметить вопрос Текст вопроса Укажите правильное определение термина «Программная среда» по ГОСТ Р 57317-2016. Вопрос 33 Ответ 1. Производственные ресурсы в рамках вычислительной системы, влияющие на операционные аспекты единицы производственного ПО. 2. Все ресурсы ПО в рамках АСУТП, которые имеют значение для производства за счет интеграции данных в работу потока управления и передачи информации между его компонентами в производственном процессе и другими ресурсами предприятия, а также между предприятиями в цепочке снабжения или спроса. 3. Отдельный класс ресурса ПО, состоящего из одного или более его компонентов, выполняющий определенную функцию в рамках производственной деятельности с одновременным поддерживанием механизма обмена информацией с другими его классами. Отзыв Ваш ответ верный.",2026-05-27 13:00:57
24abfdd7247ee82e2c3f02e7d9ed636adce9213ae386570dd4b48861b81cb398,Требует ли интеграция отечественного ПО с существующей на объектах ТЭК инфраструктурой и оборудованием дополнительных ресурсов?,single_choice,"[""Интеграция с уже существующей инфраструктурой и оборудованием требует постоянных дополнительных усилий и ресурсов."", ""Интеграция с уже существующей инфраструктурой и оборудованием иногда требует дополнительных усилий и ресурсов"", ""Интеграция с уже существующей инфраструктурой и оборудованием никогда не требует дополнительных усилий и ресурсов""]","[""Интеграция с уже существующей инфраструктурой и оборудованием требует постоянных дополнительных усилий и ресурсов.""]",1.0,answered,moodle-review,Вопрос 25 Верно Баллов: 1 из 1 Отметить вопрос Текст вопроса Требует ли интеграция отечественного ПО с существующей на объектах ТЭК инфраструктурой и оборудованием дополнительных ресурсов? Вопрос 25 Ответ 1. Интеграция с уже существующей инфраструктурой и оборудованием требует постоянных дополнительных усилий и ресурсов. 2. Интеграция с уже существующей инфраструктурой и оборудованием иногда требует дополнительных усилий и ресурсов 3. Интеграция с уже существующей инфраструктурой и оборудованием никогда не требует дополнительных усилий и ресурсов Отзыв Ваш ответ верный.,2026-05-27 13:00:36
d60c51746c3de0365947c4287071cc251be2adb9191781661843219f338a7be4,Что может стать альтернативой СМК СПО и ИТ-услуг в КИС?,single_choice,"[""IT Service Management (ITSM)."", ""Capability Maturity Model (CMM)."", ""Постоянная ИТ-Экспертиза.""]","[""Capability Maturity Model (CMM).""]",1.0,answered,moodle-review,Вопрос 11 Верно Баллов: 1 из 1 Отметить вопрос Текст вопроса Что может стать альтернативой СМК СПО и ИТ-услуг в КИС? Вопрос 11 Ответ 1. IT Service Management (ITSM). 2. Capability Maturity Model (CMM). 3. Постоянная ИТ-Экспертиза. Отзыв Ваш ответ верный.,2026-05-27 13:00:36
c6ef85c88622dbdde491dfffc9bb16ecbd3e8081884921aaa51643978ccdfe8f,Для чего предназначен механизм ODBC?,single_choice,"[""Для организации работы различных СУБД, не завися от их класса и особенностей."", ""Для организации работы различных приложений с любыми СУБД, не завися от их класса и особенностей."", ""Для создания виртуальных каналов передачи данных на прикладном уровне модели OSI между различными СУБД .""]","[""Для организации работы различных приложений с любыми СУБД, не завися от их класса и особенностей.""]",1.0,answered,moodle-review,"Вопрос 10 Верно Баллов: 1 из 1 Отметить вопрос Текст вопроса Для чего предназначен механизм ODBC? Вопрос 10 Ответ 1. Для организации работы различных СУБД, не завися от их класса и особенностей. 2. Для организации работы различных приложений с любыми СУБД, не завися от их класса и особенностей. 3. Для создания виртуальных каналов передачи данных на прикладном уровне модели OSI между различными СУБД . Отзыв Ваш ответ верный.",2026-05-27 13:00:36
968307a48fd062d7bd931126f66e0e3d5b34c9a3c6d82f6ec1a8fb4d57ef32bb,Рассматривают ли отдельные ИТ-эксперты автоматизацию как вид информатизации?,single_choice,"[""Автоматизация есть вид информатизации, который осуществляется с помощью современных автоматизированных систем и вычислительной техники."", ""Информатизация — это организационный, социально-экономический и научно-технический процесс, использующий автоматизацию для создания оптимальных условий для удовлетворения информационных потребностей граждан РФ."", ""Это синонимы. Между ними нет иерархических отношений.""]","[""Автоматизация есть вид информатизации, который осуществляется с помощью современных автоматизированных систем и вычислительной техники.""]",1.0,answered,moodle-review,"Вопрос 4 Верно Баллов: 1 из 1 Отметить вопрос Текст вопроса Рассматривают ли отдельные ИТ-эксперты автоматизацию как вид информатизации? Вопрос 4 Ответ 1. Автоматизация есть вид информатизации, который осуществляется с помощью современных автоматизированных систем и вычислительной техники. 2. Информатизация — это организационный, социально-экономический и научно-технический процесс, использующий автоматизацию для создания оптимальных условий для удовлетворения информационных потребностей граждан РФ. 3. Это синонимы. Между ними нет иерархических отношений. Отзыв Ваш ответ верный.",2026-05-27 13:00:36
2d4c752d76e0adeea2ac9df3c1ccc93124fc52b6f2f63f73856e067824a3f0be,Каким практикам ITIL 4 в ИТ-услугах соответствует тестирование производительности КИС?,single_choice,"[""«Управление мощностями и производительностью» и «Управление инфраструктурой и платформой» «Управление доступностью» и «Управление непрерывностью услуг»."", ""«Управление архитектурой» и «Управление средами».""]","[""«Управление мощностями и производительностью» и «Управление инфраструктурой и платформой» «Управление доступностью» и «Управление непрерывностью услуг».""]",1.0,answered,moodle-review,Вопрос 1 Верно Баллов: 1 из 1 Отметить вопрос Текст вопроса Каким практикам ITIL 4 в ИТ-услугах соответствует тестирование производительности КИС? Вопрос 1 Ответ 1. «Управление мощностями и производительностью» и «Управление инфраструктурой и платформой» «Управление доступностью» и «Управление непрерывностью услуг». 2. «Управление архитектурой» и «Управление средами». Отзыв Ваш ответ верный.,2026-05-27 13:00:36
cf776702db4ade76a71fb99cf48dcc8d8df60c972e7e373d42196f8b650994be,Когда необходимо перевести все государственные и ведомственные ИС на использование российского ПО?,single_choice,"[""К началу 2035 года."", ""До конца 2030 года."", ""До конца 2027 года.""]","[""До конца 2030 года.""]",1.0,answered,moodle-review,Вопрос 26 Верно Баллов: 1 из 1 Отметить вопрос Текст вопроса Когда необходимо перевести все государственные и ведомственные ИС на использование российского ПО? Вопрос 26 Ответ 1. К началу 2035 года. 2. До конца 2030 года. 3. До конца 2027 года. Отзыв Ваш ответ верный.,2026-05-27 13:00:36
ff654fdbf677b273bf5597c26d7c25e5d8e0146bd506733013dc6c11e6938c5f,Какова основная функция устройства «мост»?,single_choice,"[""Выделение зоны в ЛВС."", ""Передача данных между отдельными участками сети."", ""Ограничение распространения данных между отдельными участками сети.""]","[""Ограничение распространения данных между отдельными участками сети.""]",1.0,answered,moodle-review,Вопрос 36 Верно Баллов: 1 из 1 Отметить вопрос Текст вопроса Какова основная функция устройства «мост»? Вопрос 36 Ответ 1. Выделение зоны в ЛВС. 2. Передача данных между отдельными участками сети. 3. Ограничение распространения данных между отдельными участками сети. Отзыв Ваш ответ верный.,2026-05-27 13:00:36
7b7a7badb5fb75d97fdd44b1ad6a2642fd55bf44319e2df6b266999c90a9ebd9,Сколько видов SLA используются объектовой КИС при работе с внешним аутсорсером?,single_choice,"[""SLA для менеджеров, разработчиков и лиц, сопровождающих ПО КИС."", ""Много видов SLA по предметным областям, рискам и видам управления."", ""SLA для КИС и SLA операторов.""]","[""SLA для КИС и SLA операторов.""]",1.0,answered,moodle-review,"Вопрос 18 Верно Баллов: 1 из 1 Отметить вопрос Текст вопроса Сколько видов SLA используются объектовой КИС при работе с внешним аутсорсером? Вопрос 18 Ответ 1. SLA для менеджеров, разработчиков и лиц, сопровождающих ПО КИС. 2. Много видов SLA по предметным областям, рискам и видам управления. 3. SLA для КИС и SLA операторов. Отзыв Ваш ответ верный.",2026-05-27 13:00:36
7a7e38d51730eef664aabdc508d9dc3423e7f41e3ee7359dc5cc0fae096a3e85,Укажите правильное определение термина «информационная модель» по ГОСТ Р 54136-2010.,single_choice,"[""Формальная модель ограниченного набора фактов, понятий или инструкций, предназначенная для удовлетворения конкретному требованию."", ""Структурированное описание объекта, системы или процесса, включающее данные, свойства, взаимосвязи и правила их взаимодействия."", ""Результат информационного моделирования, содержащий совокупность взаимосвязанных данных (сведений) об объекте информационного моделирования, в том числе на основе объект-ориентированной графики.""]","[""Формальная модель ограниченного набора фактов, понятий или инструкций, предназначенная для удовлетворения конкретному требованию.""]",1.0,answered,moodle-review,"Вопрос 20 Верно Баллов: 1 из 1 Отметить вопрос Текст вопроса Укажите правильное определение термина «информационная модель» по ГОСТ Р 54136-2010. Вопрос 20 Ответ 1. Формальная модель ограниченного набора фактов, понятий или инструкций, предназначенная для удовлетворения конкретному требованию. 2. Структурированное описание объекта, системы или процесса, включающее данные, свойства, взаимосвязи и правила их взаимодействия. 3. Результат информационного моделирования, содержащий совокупность взаимосвязанных данных (сведений) об объекте информационного моделирования, в том числе на основе объект-ориентированной графики. Отзыв Ваш ответ верный.",2026-05-27 13:00:36
66a9d7920eb73c0375bfc70dca2f09b6ad382105026a4d02b04580c288e7ad6e,Что является обязательным требованием ФСТЭК при использовании ОС с виртуализацией?,single_choice,"[""Двухфакторная аутентификация."", ""Применение защищённых каналов связи."", ""Установка аппаратной защиты информации в ЦОД.""]","[""Двухфакторная аутентификация.""]",1.0,answered,moodle-review,Вопрос 7 Верно Баллов: 1 из 1 Отметить вопрос Текст вопроса Что является обязательным требованием ФСТЭК при использовании ОС с виртуализацией? Вопрос 7 Ответ 1. Двухфакторная аутентификация. 2. Применение защищённых каналов связи. 3. Установка аппаратной защиты информации в ЦОД. Отзыв Ваш ответ верный.,2026-05-27 13:00:36
4bc9b7034854103d719b9c7821f7047465c617935d1dddab48d723ea4daa0299,Как улучшить DNS-хостинг?,single_choice,"[""Использование дополнительных мощностей провайдера в центре обработки данных."", ""Проведение регулярного ИТ-аудита мощностей провайдера с целью увеличения возможностей отдельного хостинга."", ""Наличие у провайдера в разных географических точках нескольких серверов, ускоряющих разрешение веб-адресов.""]","[""Наличие у провайдера в разных географических точках нескольких серверов, ускоряющих разрешение веб-адресов.""]",1.0,answered,moodle-review,"Вопрос 39 Верно Баллов: 1 из 1 Отметить вопрос Текст вопроса Как улучшить DNS-хостинг? Вопрос 39 Ответ 1. Использование дополнительных мощностей провайдера в центре обработки данных. 2. Проведение регулярного ИТ-аудита мощностей провайдера с целью увеличения возможностей отдельного хостинга. 3. Наличие у провайдера в разных географических точках нескольких серверов, ускоряющих разрешение веб-адресов. Отзыв Ваш ответ верный.",2026-05-27 13:00:31
0f11957532b3753c5f802921b7386c96361557395074c6942e8594521bd646d7,Предполагается ли в рамках Agile-спринтов наличие аналогов ТЗ?,single_choice,"[""Нет. При той оплате по подписке, которая устроит команду разработчиков, Agile-команда будет нужное количество раз дорабатывать СПО без всяких документов."", ""Нет. Принципы Agile ставят разработку выше её документирования."", ""Да. На этапе доработки СПО создаётся подобный документ, который отправляется заказчику.""]","[""Да. На этапе доработки СПО создаётся подобный документ, который отправляется заказчику.""]",1.0,answered,moodle-review,"Вопрос 38 Верно Баллов: 1 из 1 Отметить вопрос Текст вопроса Предполагается ли в рамках Agile-спринтов наличие аналогов ТЗ? Вопрос 38 Ответ 1. Нет. При той оплате по подписке, которая устроит команду разработчиков, Agile-команда будет нужное количество раз дорабатывать СПО без всяких документов. 2. Нет. Принципы Agile ставят разработку выше её документирования. 3. Да. На этапе доработки СПО создаётся подобный документ, который отправляется заказчику. Отзыв Ваш ответ верный.",2026-05-27 13:00:31
d61f4630a3f74a46e7a11a50198b76a95988152de5834493fe9e3743110a9572,Следует ли создавать объект «роль» при реализации в КИС способа интеграции «Общая БД»?,single_choice,"[""Да, обязательно необходимо создавать и роль, и пользователя."", ""Да. Но можно обойтись и существующими учётными записями и их правами."", ""Нет. Не обязательно создавать новую роль.""]","[""Да, обязательно необходимо создавать и роль, и пользователя.""]",1.0,answered,moodle-review,"Вопрос 33 Верно Баллов: 1 из 1 Отметить вопрос Текст вопроса Следует ли создавать объект «роль» при реализации в КИС способа интеграции «Общая БД»? Вопрос 33 Ответ 1. Да, обязательно необходимо создавать и роль, и пользователя. 2. Да. Но можно обойтись и существующими учётными записями и их правами. 3. Нет. Не обязательно создавать новую роль. Отзыв Ваш ответ верный.",2026-05-27 13:00:31
3203630e0cc8fdab0ef7613492d59254f258a752c6d4651a4c9397328c429ba8,Какие методы разработки более уместны для редких релизов?,single_choice,"[""Данный тип релизов требует более гибких и автоматизированных процессов разработки, тестирования и внедрения типа Agile, Kanban или т.п."", ""Для данного типа релизов не имеет значения, какие методы разработки будут использованы."", ""Данный тип релизов может поддерживаться традиционными, фазовыми или водопадными методологиями разработки.""]","[""Данный тип релизов может поддерживаться традиционными, фазовыми или водопадными методологиями разработки.""]",1.0,answered,moodle-review,"Вопрос 32 Верно Баллов: 1 из 1 Отметить вопрос Текст вопроса Какие методы разработки более уместны для редких релизов? Вопрос 32 Ответ 1. Данный тип релизов требует более гибких и автоматизированных процессов разработки, тестирования и внедрения типа Agile, Kanban или т.п. 2. Для данного типа релизов не имеет значения, какие методы разработки будут использованы. 3. Данный тип релизов может поддерживаться традиционными, фазовыми или водопадными методологиями разработки. Отзыв Ваш ответ верный.",2026-05-27 13:00:31
4ccb1ccfe7e57662ef9a49681e3fe2b4ea83fb5fb2f818be4a6b7524a9a884e1,Возможно ли в результате завершения эксплуатации текущей версии КИС создание новых продуктов?,single_choice,"[""Иногда возможно, если позволяют обстоятельства."", ""Да, возможно практически всегда."", ""Нет, никогда не возможно.""]","[""Иногда возможно, если позволяют обстоятельства.""]",1.0,answered,moodle-review,"Вопрос 29 Верно Баллов: 1 из 1 Отметить вопрос Текст вопроса Возможно ли в результате завершения эксплуатации текущей версии КИС создание новых продуктов? Вопрос 29 Ответ 1. Иногда возможно, если позволяют обстоятельства. 2. Да, возможно практически всегда. 3. Нет, никогда не возможно. Отзыв Ваш ответ верный.",2026-05-27 13:00:31
e23d03a78446c3312d2c3f5d8e02c405b7df99adbad0060564b0946c929334e7,Для чего предназначен гипервизор?,single_choice,"[""Создаёт и управляет виртуальными машинами, изолируя их друг от друга и от базовой операционной системы."", ""Для управления памятью в системе вирутальных машин (серверов)."", ""Для обединения нескольких квот физической памяти в единый обект операционной системы.""]","[""Создаёт и управляет виртуальными машинами, изолируя их друг от друга и от базовой операционной системы.""]",1.0,answered,moodle-review,"Вопрос 20 Верно Баллов: 1 из 1 Отметить вопрос Текст вопроса Для чего предназначен гипервизор? Вопрос 20 Ответ 1. Создаёт и управляет виртуальными машинами, изолируя их друг от друга и от базовой операционной системы. 2. Для управления памятью в системе вирутальных машин (серверов). 3. Для обединения нескольких квот физической памяти в единый обект операционной системы. Отзыв Ваш ответ верный.",2026-05-27 13:00:31
